time,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5
57,0.9939678624872669,0.8383042826605779,0.9904769273323526,-0.546627854858305,1.2900070783424367
58,0.8399055689562689,0.7789690635696644,1.1599996642310342,-0.4356359476312892,0.7974644032307785
59,1.0251726223948587,0.5451923195837148,0.9658518440388812,-0.6975376574569078,1.0802331134438439
60,0.9676266947416008,0.5887623222914837,1.057053773969132,-0.7584140221101071,1.0051240198921254
61,1.017011557701835,0.520813420587663,1.0195582686804798,-0.6054335473439874,1.3181846519289817
62,0.8398661396574479,0.4737718953853104,1.0732943752962203,-0.5674367510821668,1.1159620797274206
63,0.9929751131765262,0.21659401002657913,0.8731572848568593,-0.6674838522300338,0.7430909245792423
64,0.9687224063388431,0.5043192873732523,0.8642061451888812,-0.890793573077832,1.0510334381917112
65,0.9469195665521442,0.31643898148285554,1.1301834168767337,-0.9080895200607421,0.7787635544639766
66,1.0569319512764621,0.11829243500814535,0.9460526520933107,-0.900421406516815,0.7168495737551024
67,0.8338685473121041,0.2511916225165102,0.852876906301049,-0.940572458582784,1.2091963913633144
68,1.0054511234980321,0.0517089527300591,0.9961112052029146,-0.9508003597053557,1.0016686180947505
69,1.0325109385077642,0.11931804062392151,1.3379191758044786,-0.9480561990155519,1.146695202287921
70,0.9012298120972995,0.24047018036966608,0.9212642277177283,-0.973263696155516,0.8791047736600122
71,0.8879080848163007,0.09810631491511428,1.0181239717236958,-1.0653631237419792,1.037876020138183
72,0.8039214586085615,0.1532326473961178,0.951054515639886,-0.894846217541166,0.7594322023207081
73,0.8746825251145793,0.24785832570398714,0.8656064194206452,-1.0579012215920875,0.8773717668630082
74,0.7815875649889503,-0.045500843532659346,1.2519558777789626,-0.9388117332970376,1.0211338023588143
75,0.606082919796448,-0.10236303431666827,0.9342959240112977,-1.0332414265033707,1.0009886496522
76,0.731668039182241,-0.1350407140638457,0.870140066273015,-1.087430932848416,1.2016102108696707
77,0.6783157342140446,0.08280946808443361,1.0461185238210666,-1.0517058284920375,0.7659994652996887
78,0.7982276064531735,-0.2712905388980451,1.2238201702781577,-1.0344522344010552,1.0092993465696904
79,0.7589032033636323,-0.17797262715850568,0.8973996394434621,-0.9607952197821175,1.0013182102781242
80,0.6369828266067988,-0.21251691145108645,0.7157626213139532,-0.9951037174344126,1.0447083601181293
81,0.7278761747620807,-0.4616916433413566,0.7923142424730909,-0.8624077459524315,0.8998365480976126
82,0.28994926586494457,-0.5124366734785785,0.9114732546257674,-1.0377277654614427,0.9033676922521545
83,0.6646674544201523,-0.28910039928467723,1.0507882713121668,-0.9984062337795664,0.6531610826238681
84,0.49123549507034536,-0.16198353203248658,1.2676312454235468,-0.7638257092970656,0.785700144058501
85,0.4967574635610363,-0.37858577188355585,1.1956193698752158,-0.7616768759423187,1.1321731393435046
86,0.5689998697216029,-0.465609753116827,0.8602456620984226,-0.7362179819949393,0.8130269344434518
87,0.26537679574466355,-0.5127061545806912,0.8971062199365546,-0.8385229478263114,0.8697901751444617
88,0.380733808098156,-0.5224708755896107,0.8068457829168028,-0.6337128414931326,1.01715255447538
89,0.2622153696597062,-0.6992467974104671,0.9745707263885234,-0.6139002564186445,0.9273843077863284
90,0.29469697385974,-0.724244471340135,1.3384404673732146,-0.6940180701086898,0.9394508811432287
91,0.22524161394450237,-0.7614991207042118,0.8565204808725978,-0.6469365402671787,0.6696790475864753
92,0.33399662937460517,-0.6760749912993786,0.9361203483880073,-0.488187283845031,1.125379114885353
93,0.3426020109732037,-0.8553133735603021,0.7652230785746537,-0.38055906619248503,0.6575364742036659
94,0.18038435793694876,-0.5896702993136171,0.7414125039441444,-0.5753865408397543,0.9398188493757826
95,0.26857109796918294,-0.6172257625941066,0.9672277079390779,-0.3403362295039264,0.9686301641571594
96,0.33075292174702475,-0.6805250558429434,0.9040387928198491,-0.12053095276533014,0.6926930308195843
97,0.09620515546058955,-0.9000509535749954,1.2962208981858447,-0.1721008106745258,0.7889825916695268
98,0.254214551406562,-0.6021556929507765,1.0182990306357087,-0.13782373898958428,0.8322416730404103
99,0.07283072895904846,-1.0983511839702746,0.8165520883691777,-0.0022708398858725665,0.5133247443184055
100,-0.06322488809775162,-0.843935860993364,0.6444555516635511,-0.05039417544527197,0.6526395177256603
101,-0.21924648269960836,-0.7869559099236966,0.7178315291601949,0.08356606411981816,0.4512939769375479
102,-0.2031405400273883,-0.9705756410966071,0.7243153129187395,0.3388548517049698,0.5428124998210808
103,-0.09187024072179935,-0.4723243586158685,1.101967261585418,0.12020860112719194,0.5260528026193132
104,-0.2110844366712489,-0.9133902232870724,1.0202293327386345,0.38187402621917754,0.68453371080704
105,-0.2601626135702842,-0.8859822228283005,0.7368529239656378,0.2987356906817736,0.7013148423410784
106,-0.2322340132492772,-0.7855438569344653,0.9732891152829837,0.34293577110963075,0.42062842290990515
107,-0.2772602910382388,-1.167612864076752,0.7888731552568409,0.24094706658711357,0.30992187789037584
108,-0.14210716770814039,-0.8753701052069145,1.0682296751542935,0.331720547315132,0.3058387375531005
109,-0.3880118332480399,-0.9588008666542679,0.4280333269951815,0.5581451670169355,0.38192735393644606
110,-0.3246615875743224,-1.1563169880688497,0.8838097241511677,0.6754793686887911,0.5074977300891399
111,-0.5694969356008512,-1.2176938578932803,1.103964954829444,0.7270546845405321,0.3123140062396
112,-0.3904344485903017,-1.0309300662590777,0.9917644302934856,0.6379035379795828,0.5633438550180905
113,-0.45695901381172777,-0.8971203122886713,0.8243510628655702,0.9792250979698439,0.2561107691427737
114,-0.3958860904589134,-0.9978707513042739,0.39616356203327946,0.8193472729507393,0.2599675659687318
115,-0.4470034324143052,-0.9762195366999431,0.7617281642218854,0.6857091153487034,0.1807303909631377
116,-0.32207300513613546,-0.9867426828941828,0.8124460931335996,0.7299222812417846,0.29619026860343783
117,-0.38653450208015294,-1.0946297633371211,0.7210480692272965,0.9795908892338232,0.09658119168413569
118,-0.48164743316599107,-0.8561184750093396,0.7779715096386767,0.9655641866203793,0.6686199235781131
119,-0.5512052305625271,-0.7196189312627339,0.9148542631969592,1.0693124558686038,0.04420682852972098
120,-0.44954110222500343,-1.0157901491668258,0.4975034789207895,0.995543230898421,0.019936803381761445
121,-0.6313203223990678,-0.6873026672566016,0.834728351513027,1.0953807261515438,0.1476107755365306
122,-0.5557612571567154,-1.1057320468250686,0.37248625970947025,1.097681323811234,0.09123886807642491
123,-0.6178260332314257,-0.8280046787386968,0.6817383707232579,0.9740329314889985,-0.15563423917223473
124,-0.6484721853804236,-1.0561541990919134,0.5943855185405176,1.2257729926065917,-0.010833402963626393
125,-0.665587817176053,-0.6648041115030152,0.45874867163191013,1.019615391286097,-0.12178930426283302
126,-0.7477434940877973,-1.051735071657221,0.769121665109916,0.8948451592177123,-0.15091988894018477
127,-0.7801234540910156,-0.8335613947458418,0.5206157802657935,1.1158049053671804,-0.058287058405719766
128,-0.899688028347823,-0.9480332922491187,0.5741866966126216,0.9257713082802204,-0.07083046147732908
129,-0.6392378462116963,-0.6810019630952285,0.3061459475919923,1.1007730746638726,-0.23996290864045836
130,-0.773184692674268,-0.6932887568760818,0.4526999807826957,1.0343976110988162,-0.11328357671262386
131,-0.6135553902790503,-0.9006919091269145,0.5651931114416017,0.8644812006616822,-0.14055824211710916
132,-0.9511612444936637,-0.4522271527456758,0.2854822402027186,0.8263639857863176,-0.11243665514263643
133,-0.8262849536859003,-0.6270635881154377,0.18263889615743722,0.9188729551713786,-0.32215397923078426
134,-0.8330068108479077,-0.7674833817216361,0.26981123580911404,0.7964431072641796,-0.24846394435719377
135,-0.959335920556455,-0.5051146909342288,0.4347199614840912,0.7701755874976992,-0.2165125993010723
136,-0.6014346633838564,-0.4157136581520597,0.9680768842883154,0.726309221545247,-0.24939668877437607
137,-0.7382077962472565,-0.5858775302489462,0.22331160764892155,0.6736376576165064,-0.423280179145307
138,-1.0417224571685917,-0.4955440583042731,0.33136318520774766,0.7221142050194159,-0.40494304892728583
139,-0.9151227019858932,-0.19577886211296835,0.29311452372266544,0.8429425694858097,-0.2545287388887887
140,-1.0027570975721873,-0.10724294845612786,0.2523734148898358,0.7110587982827306,-0.38458307907357936
141,-0.9928010845439368,-0.4414479315137495,0.22238551970366038,0.598023505459811,-0.328842347964512
142,-0.9738428134670128,-0.4267946365694743,0.10028777498571323,0.45101386999786375,-0.5820448091985455
143,-0.9575619964760672,-0.1631460459142618,0.3044136195321443,0.47417920950222275,-0.36551685866032047
144,-1.016200729128909,-0.37583888051710873,0.10740292143146854,0.3789449534308992,-0.14982080142644427
145,-0.9037391754916133,-0.008311411151986609,0.22460772655486755,0.3737549865440483,-0.47539381680570514
146,-0.9682222989517872,-0.34701887091507383,0.014729606022992212,0.13172088025548684,-0.5953754301068436
147,-1.0517394683951846,-0.13070323326351488,0.30605585119731005,0.16941188120970752,-0.42815637657834843
148,-0.9699554327485085,-0.23411143789435124,-0.003248694787901907,0.09951945898990747,-0.34770923293127065
149,-1.0292247286838507,0.2240247949959988,0.08723933179795691,0.040178670904112986,-0.3302607394356711
150,-0.9644559152965587,0.009488427609273962,-0.01623609034351473,0.08166137776301736,-0.8017541059897211
151,-0.9498433134383192,0.26249982611536865,-0.1437006939580282,-0.18289794099095616,-0.620643241944272
152,-0.950503635162024,0.13868738484631696,-0.04558996854963667,-0.0037249736120620047,-0.5644369030819769
153,-0.8649960664753669,0.01538806601674754,0.038064401911444376,-0.3181310099506891,-0.42595174705710487
154,-0.9173882512867243,0.05065291358444246,-0.0911925332930933,-0.15650638226996788,-0.6520361205263518
155,-1.130206766199576,0.26015934359559345,-0.16353530635784166,-0.21274451957851648,-0.877858057365146
156,-1.1893328586888672,0.4327001836363753,-0.05527215045732939,-0.4901507438152794,-0.7523133639695386
157,-1.0560425732523753,0.33046500741513724,-0.344436122738222,-0.393625124226614,-0.8746180843895891
158,-0.8675606054496954,0.3339732807721307,-0.2386636688019268,-0.4863746602180635,-0.6986236189147043
159,-0.8900304249900284,0.020392376907884813,-0.2735041238603355,-0.37832041628849655,-0.5777404568504079
160,-0.8237119493138998,0.5036161057737132,-0.3789597643868023,-0.5020304479414216,-0.8568358125451274
161,-1.0626578474147728,0.3590646027730158,-0.44168247237982305,-0.8058820246727718,-1.150037447322915
162,-0.8779975818237358,0.5685187030751223,-0.45895060848106684,-0.7471613590625211,-0.9328162570758338
163,-0.7843436510336216,0.5237997937476803,-0.38568677314196886,-0.7822572621559369,-0.6823180651064392
164,-0.9196238890634024,0.734297035310874,-0.561892457283564,-0.6921801046657383,-0.6992774668443419
165,-1.0432154208623226,0.6860791416384721,-0.26892371398434134,-0.6284224833072009,-0.7825312827107294
166,-1.0948383941558597,0.8170340965742275,-0.9516872747943117,-0.7944651588743076,-0.7854797458474189
167,-0.9899797473158634,0.7396927612794022,-0.13879798827178838,-0.8800662260564549,-0.6466152107997895
168,-0.9249794144623835,0.840501329186897,-0.577237882729305,-0.9198908782781978,-0.7599266995489352
169,-0.7777428622650777,0.8057209269439256,-0.10964379078524022,-0.835533293957825,-0.850565554972132
170,-0.9407339612177946,0.6418881432519858,-0.24886294954749374,-1.0185944148722479,-0.895018555411936
171,-0.6950639419464576,0.495307381879145,-0.6792025831285078,-0.9907705514868375,-0.8882565250398258
172,-0.7014505928229575,0.9305600187812143,-0.4130392875219533,-1.0859524166829528,-0.8281222797032397
173,-0.6701408221225804,0.62731729311683,-0.3656537471125251,-0.9267826771490265,-1.032388776434535
174,-0.8922244763427546,0.7517764137453259,-0.5495575387621257,-0.9297071341412037,-0.8708674925682407
175,-0.854154136275822,0.8657143915620071,-0.6244012092087311,-1.0151357213292826,-1.285876518551762
176,-0.7378921492391822,1.1307088996970132,-0.7027094960352649,-0.9876592188112883,-0.854185983518046
177,-0.7431337590698854,0.8743761452722169,-0.6637194177513737,-0.8042788390222545,-1.0034964227905836
178,-0.7155625010825795,0.7393654751121382,-0.5581072943268566,-0.9590044745268584,-1.03914381087145
179,-0.44058500902344716,0.924436186868964,-0.5886063232168345,-0.9642996659905303,-0.8084016566675161
180,-0.43836804790577555,0.7956141500041952,-0.44163330037211657,-0.8603633351682582,-0.9201198640728064
181,-0.6042607751015701,0.8368235335678325,-0.5598447060210432,-1.0847420154785947,-0.9906523637471191
182,-0.5472164537198339,1.2539276519642437,-0.5004937733585026,-1.0545277872314878,-0.933690646184667
183,-0.44221495237147096,1.123058926453222,-0.5899427849363709,-1.0952223351497672,-0.9854163208476806
184,-0.5618664929108417,0.8971164577973341,-0.649004536700361,-0.7888835285753001,-1.0975056078765746
185,-0.5712752917485486,1.0091082125389443,-0.6914267284337146,-0.9135966549561084,-0.8600386155222877
186,-0.3935189128657545,1.0296838080545123,-0.8438156292458996,-0.8046831454922688,-0.8904682972309943
187,-0.49838872811265017,0.9705706639742844,-0.5683049492124206,-0.6767698064030104,-0.9471499163011442
188,-0.44251996474012645,0.535696321912748,-0.7715497636716643,-0.5286574063753808,-0.9972297808515711
189,-0.32840654178908174,1.1621952166511438,-0.5459562295056856,-0.6445888029246397,-1.011592140030204
190,-0.3972724001238007,0.9794531077269015,-0.5382727220546132,-0.5820268102195897,-0.6551869588138816
191,-0.24568727007886423,1.0271851982919142,-0.9863590429971476,-0.2147892676138114,-1.150207300315926
192,-0.11144211914581591,1.0282624016542496,-0.783533262141695,-0.32667131472503297,-0.9035225610444487
193,-0.08305560966016687,1.0974517315471577,-0.5691537031439591,-0.3979956751191757,-0.9751028336392294
194,-0.025885980576043188,0.9603788686162901,-0.46981736265473617,-0.4310671641759247,-0.6105665542902523
195,0.020884255119556855,0.9384361354380849,-1.0721258899124493,-0.47398839759379807,-1.2322979549091972
196,-0.16364511050268815,0.8918568016658794,-0.7731654253277068,-0.29511623584839564,-0.537201414269008
197,0.10728456819673672,0.7913010605174697,-0.6329370634488584,-0.36357589631954546,-0.7629080075371835
198,-0.09112575679953647,0.8248539436416793,-1.2413947157387684,-0.3288532831598525,-0.9800380732235907
199,0.09113303548722963,0.9961990732483168,-1.2427815287828154,0.018855774755381943,-0.9796195840265167
200,0.08435034965357666,0.9217164968829972,-0.9087350234852973,0.156415001571134,-1.0698401369631723
201,-0.03690538464277871,1.0201732909250183,-1.0094781290767023,0.19852898130894822,-0.6811129779137877
202,-0.08105486170931372,0.6697183173354224,-1.014988341426505,0.37213877828596187,-0.8858748884905491
203,0.006023143553550797,0.6676880512906098,-1.2553402227702812,0.12602048777156144,-0.8241194209981427
204,0.33807779026453794,0.9133500912497461,-1.0003011331809089,0.31015949444343305,-0.8614461114491612
205,0.24334363087738387,0.9540515959569233,-0.9871766593484189,0.3559580382851583,-1.093289326048977
206,0.23727501454542996,0.7645625169648489,-1.1121789790597763,0.39848397283777864,-0.6544392262722637
207,0.24606910473643043,0.7590490611837187,-1.009656968827014,0.34587430382594325,-1.0293557446031123
208,0.24452879600293367,0.7131064975279913,-0.7770611611119587,0.6625205960590821,-0.6714634855469717
209,0.3627244549607848,0.5950229990631201,-0.9402890314659941,0.7846703288264187,-1.0777317527479957
210,0.4219349168965545,0.5542545647394792,-0.36905806048772305,0.7735143743530186,-0.9319932039948422
211,0.2823567376618033,0.7339102532221179,-1.0539747845221865,0.6706279908396243,-0.9501497633267362
212,0.5568049856513517,0.5960114468036091,-0.9196706117757241,0.8114487145193027,-0.6087446515533861
213,0.5145698802106073,0.6531656006508401,-0.937007383357496,0.8213808634776321,-0.7200237289488863
214,0.47385325205237916,0.427216651072253,-1.045854111785311,0.7078323450579095,-0.8783191856788506
215,0.5532567113909437,0.3939062421556281,-0.5835328783824372,0.7404204009091763,-0.9935518090289012
216,0.447300107131784,0.3523109020508236,-0.7157866013390779,0.7792083518391195,-0.7859112513238522
217,0.577082065364493,0.17486229538828443,-1.2807627522983065,0.907207827444126,-0.9004802033697783
218,0.4222103038519993,0.574367361260315,-1.4125837463528395,0.8235743161779114,-0.7925029330135077
219,0.6173671017724498,0.3316924194952371,-0.8540001410816176,0.954184980223068,-0.6293213472866549
220,0.6213765961320676,0.10880538834324296,-0.95372446218661,0.7457561762554668,-0.5018149290592889
221,0.7596528276748782,0.13913337949495513,-1.1674405477550738,0.9101168547814011,-0.7067969859390973
222,0.7821295591442609,0.24692570968202845,-0.8961063986306722,0.9869495321504458,-0.3080961872330742
223,0.7209899419190029,0.10706778122284091,-1.4339602061546353,0.9547129498875411,-0.6576118137396665
224,0.769653493224491,0.30098106890122067,-1.132474487787149,0.8563223218373536,-0.4870530577217965
225,0.9860162958558105,0.22104040676903575,-0.9247308066436818,0.9284835474982104,-0.7100247841739404
226,0.8739775069955297,-0.19205905334371792,-0.9152214382389696,1.2109781926086054,-0.330482848154116
227,0.7806195743863049,-0.08118646082212186,-0.9297538588553896,1.011288876471128,-0.5186357842231133
228,0.7565857959906768,0.012840911850955108,-0.8274710464808542,0.9334261810577664,-0.5985270418240767
229,0.9300552472640207,-0.14464079740109098,-1.0817181652015113,1.124960234244432,-0.48399831936959437
230,0.8191288662843118,-0.41272593857159745,-0.9485623597623124,0.9768853185415713,-0.5581622472133132
231,0.7919220866124091,-0.5629926310274425,-1.0757276337784705,0.7770637675611929,-0.39275648237280547
232,0.7862654305257456,-0.33958670032738,-0.6563161681995874,0.8664035488916618,-0.0753264450844956
233,0.9195552178164186,-0.06673411378086391,-0.8453102430036747,1.074438904834298,-0.1449871950782137
234,0.9330673626966588,-0.3148571400852121,-0.8375548573984126,0.7205049131214469,-0.36962881296888267
235,0.789055361325134,-0.14633111853031774,-0.6464208333423661,0.8450616849631734,-0.32491139976992656
236,0.9435734839562386,-0.5788948185639647,-1.1448612718815672,1.0172833692705765,-0.31631945191546174
237,1.0112833786816513,-0.5231812734071264,-1.3085606991701613,0.6407310238793922,-0.1935007521776279
238,0.9074830102337035,-0.37789946305120603,-0.8377579834561407,0.8463735623610555,-0.19631588053161303
239,0.9418874189818457,-0.33963537407076233,-0.6437826209449666,0.7313307853095694,-0.15728991498391884
240,1.17704961921653,-0.4737783117676964,-1.2258972342723196,0.6399637277318917,-0.32787068684647824
241,0.8933341466530526,-0.7591462646749441,-0.8807286705289893,0.4024103264852473,-0.35096831244764115
242,1.0253420315359716,-0.46568704018102874,-0.7718550425084902,0.4571642752508647,-0.18029627579309782
243,1.062447564477155,-0.6377757608670894,-1.1405227617052582,0.5012431115231195,-0.3421122737504671
244,1.0268476991828295,-0.574546538108365,-0.7002105352737193,0.49752688813625123,-0.14741213308965434
245,1.1445971969084159,-0.8343505843641907,-0.9139051128412874,0.33782109704810825,-0.22143479460390142
246,0.9015101036436506,-0.9823561928130319,-0.7917584402873642,0.1651284913832502,-0.20699162106901509
247,1.0587895941755456,-0.775857332906897,-0.6292479560771351,-0.05198526606643172,-0.11858269067852929
248,1.0203509633104102,-0.9551545910150081,-0.4337154772960409,0.13327248007802495,0.07158121461983623
249,0.9402409550960698,-1.0871235606138634,-1.2708846232178386,-0.018789546731538834,-0.17362724539165655
250,1.1241841949724531,-0.8929548905846537,-1.25265194607708,0.2201026761960962,-0.039705828489851644
251,1.0951403519628617,-0.8342059488947717,-0.6333611526158561,0.021339942998794617,0.1375822928930459
252,1.0480415318320173,-0.9263428670733542,-0.9109530309358923,0.030879254651305074,0.020893055290569403
253,0.9608336800404542,-1.1460865828664073,-0.8677545264404992,-0.25836686308608603,0.08888844021267517
254,0.9418076564236263,-0.8724611815150741,-1.0019332001592953,-0.26517869287896806,0.2111876768023668
255,1.044970591132694,-0.7634304252287392,-0.9127034840081488,-0.22011724578676733,0.3148924920899626
256,1.056777416360455,-0.9010494616634231,-0.519315345919724,-0.7512220027862107,0.19867673759794197
257,0.8733454189957286,-1.0885540005617576,-0.7178380358888556,-0.3118985265917288,0.14840116330433722
258,0.9190394982203214,-0.9682457233221048,-0.7722696293593136,-0.6087202192808923,0.5049455707991041
259,0.9731766936171391,-1.151384335499265,-1.167062339420371,-0.4094251108254776,0.4386220575582367
260,0.9211975637981187,-0.7668343547494124,-1.1525192055334528,-0.6817543908771752,0.35932630643589397
261,1.0727025483390467,-0.8920270582459094,-0.5253785221235467,-0.6281406246168023,0.36770969586396285
262,1.0676903853649728,-1.0792178731409359,-0.748338074231985,-0.6190283496850929,0.39132526247105603
263,0.8700285430252492,-0.7283435320899486,-0.7965542550586733,-0.5908107891372671,0.13670288866898772
264,0.8837359440712634,-1.156614826146464,-0.4856668567984361,-0.7075706850856945,0.5322949467760016
265,0.9068642026995338,-1.024449103877018,-0.81366910256248,-0.7405927966724795,0.4332332157738946
266,0.9577096990874637,-1.0209121023091052,-0.6886367522828062,-0.8135650249953634,0.5975903938591502
267,0.9448237439559625,-0.8190988992889356,-0.5929968259045769,-0.8556459605617593,0.5410371582236745
268,0.8247096093084727,-0.6617015179898842,-0.6843515524243812,-0.9935163188578621,0.45922198428273225
269,0.7117306403378468,-0.9192465473694125,-0.39342215560934546,-0.859788566063959,0.6046833517031496
270,0.632627042391876,-0.7400288100042014,-0.5507641226272368,-0.8207437289846501,0.7861927895754992
271,0.9970793905740408,-0.7586015002044922,-0.3250446323971057,-1.0037719246150902,0.7271133036886459
272,0.8634492715536494,-0.7868635013782532,-0.5842840104378011,-1.114403684659428,0.45447259979549703
273,0.8553485686440496,-0.8084240362573245,-0.13506614161023467,-0.8264010000539244,0.6059615060510853
274,0.6462070315123938,-0.7425471540005277,-0.5617116265119521,-1.0264712310422504,0.5084724469641454
275,0.6144926709012825,-0.7796816095730699,-0.45297179878129396,-1.0647588280520668,0.5953882978860767
276,0.6886124265971255,-0.9057613087299848,-0.22306077664746615,-0.9930299698160386,0.5128548209579135
277,0.5884446503277856,-0.9449551564889126,-0.5977629075417039,-1.2315900010692693,0.34102351440463585
278,0.6947427033644655,-0.6977252222899958,-0.2616604359835037,-1.0621587402605597,0.5901045998268375
279,0.7472704877947893,-0.6421288896302926,-0.642309164621275,-0.8740133018287308,0.8090902763704391
280,0.6111397659240475,-0.6288949882455241,-0.5037192083609914,-0.7757889088401084,0.9875621050852665
281,0.6093574416261524,-0.6163640929549897,-0.4203102965729061,-0.7928135643661367,0.4645606944364854
282,0.7033046340009083,-0.7565275542830031,-0.678623796372096,-0.9081128665985139,0.6061875515473673
283,0.48858862471192344,-0.8572616313237743,-0.35542990868909563,-0.6857612222550511,0.7766656077031189
284,0.41832613253030404,-0.6198763605242079,-0.6786840290211928,-0.717263168566949,0.7132758066238258
